library,gemgroup,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,bam,bam_index,barcodes,features,matrix
KD8_p2_33,118,KD8_seq1_p2_mRNA_33_S34_L003_R1_001.fastq.gz,KD8_seq1_p2_mRNA_33_S34_L003_R2_001.fastq.gz,KD8_seq1_p2_mRNA_33_S34_L002_R1_001.fastq.gz,KD8_seq1_p2_mRNA_33_S34_L002_R2_001.fastq.gz,KD8_seq1_p2_mRNA_33_S34_L001_R1_001.fastq.gz,KD8_seq1_p2_mRNA_33_S34_L001_R2_001.fastq.gz,KD8_seq1_p2_mRNA_33_S34_L004_R1_001.fastq.gz,KD8_seq1_p2_mRNA_33_S34_L004_R2_001.fastq.gz,KD8_seq2_p2_mRNA_33_S34_L004_R1_001.fastq.gz,KD8_seq2_p2_mRNA_33_S34_L004_R2_001.fastq.gz,KD8_seq2_p2_mRNA_33_S34_L001_R1_001.fastq.gz,KD8_seq2_p2_mRNA_33_S34_L001_R2_001.fastq.gz,KD8_seq2_p2_mRNA_33_S34_L003_R1_001.fastq.gz,KD8_seq2_p2_mRNA_33_S34_L003_R2_001.fastq.gz,KD8_seq2_p2_mRNA_33_S34_L002_R1_001.fastq.gz,KD8_seq2_p2_mRNA_33_S34_L002_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_33_S63_L001_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_33_S63_L001_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_33_S63_L002_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_33_S63_L002_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_33_S63_L003_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_33_S63_L003_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_33_S63_L004_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_33_S63_L004_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_33_S63_L003_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_33_S63_L003_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_33_S63_L002_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_33_S63_L002_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_33_S63_L001_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_33_S63_L001_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_33_S63_L004_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_33_S63_L004_R2_001.fastq.gz,KD8_p2_33_possorted_genome_bam.bam,KD8_p2_33_possorted_genome_bam.bam.bai,KD8_p2_33_barcodes.tsv.gz,KD8_p2_33_features.tsv.gz,KD8_p2_33_matrix.mtx.gz
KD8_p2_34,119,KD8_seq1_p2_mRNA_34_S35_L001_R1_001.fastq.gz,KD8_seq1_p2_mRNA_34_S35_L001_R2_001.fastq.gz,KD8_seq1_p2_mRNA_34_S35_L002_R1_001.fastq.gz,KD8_seq1_p2_mRNA_34_S35_L002_R2_001.fastq.gz,KD8_seq1_p2_mRNA_34_S35_L003_R1_001.fastq.gz,KD8_seq1_p2_mRNA_34_S35_L003_R2_001.fastq.gz,KD8_seq1_p2_mRNA_34_S35_L004_R1_001.fastq.gz,KD8_seq1_p2_mRNA_34_S35_L004_R2_001.fastq.gz,KD8_seq2_p2_mRNA_34_S35_L004_R1_001.fastq.gz,KD8_seq2_p2_mRNA_34_S35_L004_R2_001.fastq.gz,KD8_seq2_p2_mRNA_34_S35_L002_R1_001.fastq.gz,KD8_seq2_p2_mRNA_34_S35_L002_R2_001.fastq.gz,KD8_seq2_p2_mRNA_34_S35_L003_R1_001.fastq.gz,KD8_seq2_p2_mRNA_34_S35_L003_R2_001.fastq.gz,KD8_seq2_p2_mRNA_34_S35_L001_R1_001.fastq.gz,KD8_seq2_p2_mRNA_34_S35_L001_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_34_S62_L003_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_34_S62_L003_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_34_S62_L002_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_34_S62_L002_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_34_S62_L001_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_34_S62_L001_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_34_S62_L004_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_34_S62_L004_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_34_S62_L001_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_34_S62_L001_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_34_S62_L002_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_34_S62_L002_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_34_S62_L003_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_34_S62_L003_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_34_S62_L004_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_34_S62_L004_R2_001.fastq.gz,KD8_p2_34_possorted_genome_bam.bam,KD8_p2_34_possorted_genome_bam.bam.bai,KD8_p2_34_barcodes.tsv.gz,KD8_p2_34_features.tsv.gz,KD8_p2_34_matrix.mtx.gz
KD8_p2_35,120,KD8_seq1_p2_mRNA_35_S36_L004_R1_001.fastq.gz,KD8_seq1_p2_mRNA_35_S36_L004_R2_001.fastq.gz,KD8_seq1_p2_mRNA_35_S36_L002_R1_001.fastq.gz,KD8_seq1_p2_mRNA_35_S36_L002_R2_001.fastq.gz,KD8_seq1_p2_mRNA_35_S36_L003_R1_001.fastq.gz,KD8_seq1_p2_mRNA_35_S36_L003_R2_001.fastq.gz,KD8_seq1_p2_mRNA_35_S36_L001_R1_001.fastq.gz,KD8_seq1_p2_mRNA_35_S36_L001_R2_001.fastq.gz,KD8_seq2_p2_mRNA_35_S36_L001_R1_001.fastq.gz,KD8_seq2_p2_mRNA_35_S36_L001_R2_001.fastq.gz,KD8_seq2_p2_mRNA_35_S36_L002_R1_001.fastq.gz,KD8_seq2_p2_mRNA_35_S36_L002_R2_001.fastq.gz,KD8_seq2_p2_mRNA_35_S36_L003_R1_001.fastq.gz,KD8_seq2_p2_mRNA_35_S36_L003_R2_001.fastq.gz,KD8_seq2_p2_mRNA_35_S36_L004_R1_001.fastq.gz,KD8_seq2_p2_mRNA_35_S36_L004_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_35_S61_L004_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_35_S61_L004_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_35_S61_L001_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_35_S61_L001_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_35_S61_L003_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_35_S61_L003_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_35_S61_L002_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_35_S61_L002_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_35_S61_L004_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_35_S61_L004_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_35_S61_L002_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_35_S61_L002_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_35_S61_L003_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_35_S61_L003_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_35_S61_L001_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_35_S61_L001_R2_001.fastq.gz,KD8_p2_35_possorted_genome_bam.bam,KD8_p2_35_possorted_genome_bam.bam.bai,KD8_p2_35_barcodes.tsv.gz,KD8_p2_35_features.tsv.gz,KD8_p2_35_matrix.mtx.gz
KD8_p2_36,121,KD8_seq1_p2_mRNA_36_S37_L001_R1_001.fastq.gz,KD8_seq1_p2_mRNA_36_S37_L001_R2_001.fastq.gz,KD8_seq1_p2_mRNA_36_S37_L003_R1_001.fastq.gz,KD8_seq1_p2_mRNA_36_S37_L003_R2_001.fastq.gz,KD8_seq1_p2_mRNA_36_S37_L002_R1_001.fastq.gz,KD8_seq1_p2_mRNA_36_S37_L002_R2_001.fastq.gz,KD8_seq1_p2_mRNA_36_S37_L004_R1_001.fastq.gz,KD8_seq1_p2_mRNA_36_S37_L004_R2_001.fastq.gz,KD8_seq2_p2_mRNA_36_S37_L004_R1_001.fastq.gz,KD8_seq2_p2_mRNA_36_S37_L004_R2_001.fastq.gz,KD8_seq2_p2_mRNA_36_S37_L001_R1_001.fastq.gz,KD8_seq2_p2_mRNA_36_S37_L001_R2_001.fastq.gz,KD8_seq2_p2_mRNA_36_S37_L003_R1_001.fastq.gz,KD8_seq2_p2_mRNA_36_S37_L003_R2_001.fastq.gz,KD8_seq2_p2_mRNA_36_S37_L002_R1_001.fastq.gz,KD8_seq2_p2_mRNA_36_S37_L002_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_36_S60_L003_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_36_S60_L003_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_36_S60_L002_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_36_S60_L002_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_36_S60_L001_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_36_S60_L001_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_36_S60_L004_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_36_S60_L004_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_36_S60_L004_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_36_S60_L004_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_36_S60_L001_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_36_S60_L001_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_36_S60_L003_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_36_S60_L003_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_36_S60_L002_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_36_S60_L002_R2_001.fastq.gz,KD8_p2_36_possorted_genome_bam.bam,KD8_p2_36_possorted_genome_bam.bam.bai,KD8_p2_36_barcodes.tsv.gz,KD8_p2_36_features.tsv.gz,KD8_p2_36_matrix.mtx.gz
KD8_p2_37,122,KD8_seq1_p2_mRNA_37_S38_L004_R1_001.fastq.gz,KD8_seq1_p2_mRNA_37_S38_L004_R2_001.fastq.gz,KD8_seq1_p2_mRNA_37_S38_L001_R1_001.fastq.gz,KD8_seq1_p2_mRNA_37_S38_L001_R2_001.fastq.gz,KD8_seq1_p2_mRNA_37_S38_L002_R1_001.fastq.gz,KD8_seq1_p2_mRNA_37_S38_L002_R2_001.fastq.gz,KD8_seq1_p2_mRNA_37_S38_L003_R1_001.fastq.gz,KD8_seq1_p2_mRNA_37_S38_L003_R2_001.fastq.gz,KD8_seq2_p2_mRNA_37_S38_L001_R1_001.fastq.gz,KD8_seq2_p2_mRNA_37_S38_L001_R2_001.fastq.gz,KD8_seq2_p2_mRNA_37_S38_L002_R1_001.fastq.gz,KD8_seq2_p2_mRNA_37_S38_L002_R2_001.fastq.gz,KD8_seq2_p2_mRNA_37_S38_L003_R1_001.fastq.gz,KD8_seq2_p2_mRNA_37_S38_L003_R2_001.fastq.gz,KD8_seq2_p2_mRNA_37_S38_L004_R1_001.fastq.gz,KD8_seq2_p2_mRNA_37_S38_L004_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_37_S59_L001_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_37_S59_L001_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_37_S59_L003_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_37_S59_L003_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_37_S59_L002_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_37_S59_L002_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_37_S59_L004_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_37_S59_L004_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_37_S59_L004_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_37_S59_L004_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_37_S59_L003_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_37_S59_L003_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_37_S59_L002_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_37_S59_L002_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_37_S59_L001_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_37_S59_L001_R2_001.fastq.gz,KD8_p2_37_possorted_genome_bam.bam,KD8_p2_37_possorted_genome_bam.bam.bai,KD8_p2_37_barcodes.tsv.gz,KD8_p2_37_features.tsv.gz,KD8_p2_37_matrix.mtx.gz
KD8_p2_38,123,KD8_seq1_p2_mRNA_38_S39_L004_R1_001.fastq.gz,KD8_seq1_p2_mRNA_38_S39_L004_R2_001.fastq.gz,KD8_seq1_p2_mRNA_38_S39_L001_R1_001.fastq.gz,KD8_seq1_p2_mRNA_38_S39_L001_R2_001.fastq.gz,KD8_seq1_p2_mRNA_38_S39_L002_R1_001.fastq.gz,KD8_seq1_p2_mRNA_38_S39_L002_R2_001.fastq.gz,KD8_seq1_p2_mRNA_38_S39_L003_R1_001.fastq.gz,KD8_seq1_p2_mRNA_38_S39_L003_R2_001.fastq.gz,KD8_seq2_p2_mRNA_38_S39_L001_R1_001.fastq.gz,KD8_seq2_p2_mRNA_38_S39_L001_R2_001.fastq.gz,KD8_seq2_p2_mRNA_38_S39_L002_R1_001.fastq.gz,KD8_seq2_p2_mRNA_38_S39_L002_R2_001.fastq.gz,KD8_seq2_p2_mRNA_38_S39_L003_R1_001.fastq.gz,KD8_seq2_p2_mRNA_38_S39_L003_R2_001.fastq.gz,KD8_seq2_p2_mRNA_38_S39_L004_R1_001.fastq.gz,KD8_seq2_p2_mRNA_38_S39_L004_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_38_S58_L001_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_38_S58_L001_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_38_S58_L003_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_38_S58_L003_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_38_S58_L002_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_38_S58_L002_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_38_S58_L004_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_38_S58_L004_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_38_S58_L004_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_38_S58_L004_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_38_S58_L003_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_38_S58_L003_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_38_S58_L002_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_38_S58_L002_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_38_S58_L001_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_38_S58_L001_R2_001.fastq.gz,KD8_p2_38_possorted_genome_bam.bam,KD8_p2_38_possorted_genome_bam.bam.bai,KD8_p2_38_barcodes.tsv.gz,KD8_p2_38_features.tsv.gz,KD8_p2_38_matrix.mtx.gz
KD8_p2_40,125,KD8_seq1_p2_mRNA_40_S41_L004_R1_001.fastq.gz,KD8_seq1_p2_mRNA_40_S41_L004_R2_001.fastq.gz,KD8_seq1_p2_mRNA_40_S41_L002_R1_001.fastq.gz,KD8_seq1_p2_mRNA_40_S41_L002_R2_001.fastq.gz,KD8_seq1_p2_mRNA_40_S41_L003_R1_001.fastq.gz,KD8_seq1_p2_mRNA_40_S41_L003_R2_001.fastq.gz,KD8_seq1_p2_mRNA_40_S41_L001_R1_001.fastq.gz,KD8_seq1_p2_mRNA_40_S41_L001_R2_001.fastq.gz,KD8_seq2_p2_mRNA_40_S41_L002_R1_001.fastq.gz,KD8_seq2_p2_mRNA_40_S41_L002_R2_001.fastq.gz,KD8_seq2_p2_mRNA_40_S41_L003_R1_001.fastq.gz,KD8_seq2_p2_mRNA_40_S41_L003_R2_001.fastq.gz,KD8_seq2_p2_mRNA_40_S41_L001_R1_001.fastq.gz,KD8_seq2_p2_mRNA_40_S41_L001_R2_001.fastq.gz,KD8_seq2_p2_mRNA_40_S41_L004_R1_001.fastq.gz,KD8_seq2_p2_mRNA_40_S41_L004_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_40_S56_L001_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_40_S56_L001_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_40_S56_L002_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_40_S56_L002_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_40_S56_L003_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_40_S56_L003_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_40_S56_L004_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_40_S56_L004_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_40_S56_L004_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_40_S56_L004_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_40_S56_L002_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_40_S56_L002_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_40_S56_L003_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_40_S56_L003_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_40_S56_L001_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_40_S56_L001_R2_001.fastq.gz,KD8_p2_40_possorted_genome_bam.bam,KD8_p2_40_possorted_genome_bam.bam.bai,KD8_p2_40_barcodes.tsv.gz,KD8_p2_40_features.tsv.gz,KD8_p2_40_matrix.mtx.gz
KD8_p2_41,126,KD8_seq1_p2_mRNA_41_S42_L001_R1_001.fastq.gz,KD8_seq1_p2_mRNA_41_S42_L001_R2_001.fastq.gz,KD8_seq1_p2_mRNA_41_S42_L002_R1_001.fastq.gz,KD8_seq1_p2_mRNA_41_S42_L002_R2_001.fastq.gz,KD8_seq1_p2_mRNA_41_S42_L003_R1_001.fastq.gz,KD8_seq1_p2_mRNA_41_S42_L003_R2_001.fastq.gz,KD8_seq1_p2_mRNA_41_S42_L004_R1_001.fastq.gz,KD8_seq1_p2_mRNA_41_S42_L004_R2_001.fastq.gz,KD8_seq2_p2_mRNA_41_S42_L004_R1_001.fastq.gz,KD8_seq2_p2_mRNA_41_S42_L004_R2_001.fastq.gz,KD8_seq2_p2_mRNA_41_S42_L001_R1_001.fastq.gz,KD8_seq2_p2_mRNA_41_S42_L001_R2_001.fastq.gz,KD8_seq2_p2_mRNA_41_S42_L002_R1_001.fastq.gz,KD8_seq2_p2_mRNA_41_S42_L002_R2_001.fastq.gz,KD8_seq2_p2_mRNA_41_S42_L003_R1_001.fastq.gz,KD8_seq2_p2_mRNA_41_S42_L003_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_41_S55_L004_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_41_S55_L004_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_41_S55_L002_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_41_S55_L002_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_41_S55_L003_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_41_S55_L003_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_41_S55_L001_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_41_S55_L001_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_41_S55_L001_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_41_S55_L001_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_41_S55_L002_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_41_S55_L002_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_41_S55_L003_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_41_S55_L003_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_41_S55_L004_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_41_S55_L004_R2_001.fastq.gz,KD8_p2_41_possorted_genome_bam.bam,KD8_p2_41_possorted_genome_bam.bam.bai,KD8_p2_41_barcodes.tsv.gz,KD8_p2_41_features.tsv.gz,KD8_p2_41_matrix.mtx.gz
KD8_p2_42,127,KD8_seq1_p2_mRNA_42_S43_L004_R1_001.fastq.gz,KD8_seq1_p2_mRNA_42_S43_L004_R2_001.fastq.gz,KD8_seq1_p2_mRNA_42_S43_L003_R1_001.fastq.gz,KD8_seq1_p2_mRNA_42_S43_L003_R2_001.fastq.gz,KD8_seq1_p2_mRNA_42_S43_L002_R1_001.fastq.gz,KD8_seq1_p2_mRNA_42_S43_L002_R2_001.fastq.gz,KD8_seq1_p2_mRNA_42_S43_L001_R1_001.fastq.gz,KD8_seq1_p2_mRNA_42_S43_L001_R2_001.fastq.gz,KD8_seq2_p2_mRNA_42_S43_L001_R1_001.fastq.gz,KD8_seq2_p2_mRNA_42_S43_L001_R2_001.fastq.gz,KD8_seq2_p2_mRNA_42_S43_L003_R1_001.fastq.gz,KD8_seq2_p2_mRNA_42_S43_L003_R2_001.fastq.gz,KD8_seq2_p2_mRNA_42_S43_L002_R1_001.fastq.gz,KD8_seq2_p2_mRNA_42_S43_L002_R2_001.fastq.gz,KD8_seq2_p2_mRNA_42_S43_L004_R1_001.fastq.gz,KD8_seq2_p2_mRNA_42_S43_L004_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_42_S54_L001_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_42_S54_L001_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_42_S54_L002_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_42_S54_L002_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_42_S54_L003_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_42_S54_L003_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_42_S54_L004_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_42_S54_L004_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_42_S54_L003_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_42_S54_L003_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_42_S54_L002_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_42_S54_L002_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_42_S54_L001_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_42_S54_L001_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_42_S54_L004_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_42_S54_L004_R2_001.fastq.gz,KD8_p2_42_possorted_genome_bam.bam,KD8_p2_42_possorted_genome_bam.bam.bai,KD8_p2_42_barcodes.tsv.gz,KD8_p2_42_features.tsv.gz,KD8_p2_42_matrix.mtx.gz
KD8_p2_43,128,KD8_seq1_p2_mRNA_43_S44_L004_R1_001.fastq.gz,KD8_seq1_p2_mRNA_43_S44_L004_R2_001.fastq.gz,KD8_seq1_p2_mRNA_43_S44_L001_R1_001.fastq.gz,KD8_seq1_p2_mRNA_43_S44_L001_R2_001.fastq.gz,KD8_seq1_p2_mRNA_43_S44_L002_R1_001.fastq.gz,KD8_seq1_p2_mRNA_43_S44_L002_R2_001.fastq.gz,KD8_seq1_p2_mRNA_43_S44_L003_R1_001.fastq.gz,KD8_seq1_p2_mRNA_43_S44_L003_R2_001.fastq.gz,KD8_seq2_p2_mRNA_43_S44_L002_R1_001.fastq.gz,KD8_seq2_p2_mRNA_43_S44_L002_R2_001.fastq.gz,KD8_seq2_p2_mRNA_43_S44_L003_R1_001.fastq.gz,KD8_seq2_p2_mRNA_43_S44_L003_R2_001.fastq.gz,KD8_seq2_p2_mRNA_43_S44_L001_R1_001.fastq.gz,KD8_seq2_p2_mRNA_43_S44_L001_R2_001.fastq.gz,KD8_seq2_p2_mRNA_43_S44_L004_R1_001.fastq.gz,KD8_seq2_p2_mRNA_43_S44_L004_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_43_S53_L003_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_43_S53_L003_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_43_S53_L002_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_43_S53_L002_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_43_S53_L001_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_43_S53_L001_R2_001.fastq.gz,KD8_seq1_p2_sgRNA_43_S53_L004_R1_001.fastq.gz,KD8_seq1_p2_sgRNA_43_S53_L004_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_43_S53_L001_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_43_S53_L001_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_43_S53_L002_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_43_S53_L002_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_43_S53_L003_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_43_S53_L003_R2_001.fastq.gz,KD8_seq2_p2_sgRNA_43_S53_L004_R1_001.fastq.gz,KD8_seq2_p2_sgRNA_43_S53_L004_R2_001.fastq.gz,KD8_p2_43_possorted_genome_bam.bam,KD8_p2_43_possorted_genome_bam.bam.bai,KD8_p2_43_barcodes.tsv.gz,KD8_p2_43_features.tsv.gz,KD8_p2_43_matrix.mtx.gz
