target_gene,target_gene_id,sgID_AB,cluster_id
PREB,ENSG00000138073,PREB_+_27357474.23-P1P2|PREB_-_27357471.23-P1P2,7
PRELID1,ENSG00000169230,PRELID1_-_176731244.23-P1P2|PRELID1_+_176731181.23-P1P2,8
PRIM1,ENSG00000198056,PRIM1_+_57146097.23-P1P2|PRIM1_-_57146107.23-P1P2,21
PRIM2,ENSG00000146143,PRIM2_-_57182458.23-P1P2|PRIM2_-_57182450.23-P1P2,21
PRKRA,ENSG00000180228,PRKRA_-_179315511.23-P1P2|PRKRA_-_179315799.23-P1P2,15
PRKRIP1,ENSG00000128563,PRKRIP1_+_102004333.23-P2|PRKRIP1_-_102004751.23-P2,15
PRKRIP1,ENSG00000128563,PRKRIP1_+_102036866.23-P1|PRKRIP1_-_102036882.23-P1,8
PRMT1,ENSG00000126457,PRMT1_-_50180469.23-P1P2|PRMT1_+_50180741.23-P1P2,8
PRMT5,ENSG00000100462,PRMT5_-_23395618.23-P2|PRMT5_+_23395600.23-P2,15
PRMT5,ENSG00000100462,PRMT5_+_23398587.23-P1|PRMT5_+_23398566.23-P1,8
PRODH,ENSG00000100033,PRODH_-_18923767.23-P1|PRODH_-_18923755.23-P1,15
PRODH,ENSG00000100033,PRODH_+_18905892.23-P2|PRODH_+_18905874.23-P2,15
PRPF18,ENSG00000165630,PRPF18_-_13629033.23-P1P2|PRPF18_+_13629281.23-P1P2,11
PRPF19,ENSG00000110107,PRPF19_-_60674010.23-P1P2|PRPF19_-_60673960.23-P1P2,11
PRPF3,ENSG00000117360,PRPF3_-_150294051.23-P1P2|PRPF3_+_150294085.23-P1P2,9
PRPF4,ENSG00000136875,PRPF4_-_116037989.23-P1P2|PRPF4_-_116037979.23-P1P2,9
PRPF40A,ENSG00000196504,PRPF40A_+_153573726.23-P1P2|PRPF40A_+_153573902.23-P1P2,3
PRPF4B,ENSG00000112739,PRPF4B_+_4021605.23-P1P2|PRPF4B_+_4021634.23-P1P2,14
PRPF6,ENSG00000101161,PRPF6_-_62612504.23-P1P2|PRPF6_+_62612569.23-P1P2,11
PRPF8,ENSG00000174231,PRPF8_+_1588005.23-P1P2|PRPF8_+_1588152.23-P1P2,14
PRRC2A,ENSG00000204469,PRRC2A_+_31588595.23-P1P2|PRRC2A_-_31588521.23-P1P2,15
PSAT1,ENSG00000135069,PSAT1_-_80912059.23-P1P2|PSAT1_+_80912504.23-P1P2,8
PSMA1,ENSG00000129084,PSMA1_+_14541841.23-P1P2|PSMA1_-_14541640.23-P1P2,26
PSMA2,ENSG00000106588,PSMA2_+_42971742.23-P1P2|PSMA2_+_42971715.23-P1P2,8
PSMA3,ENSG00000100567,PSMA3_-_58711601.23-P1P2|PSMA3_-_58711627.23-P1P2,26
PSMA4,ENSG00000041357,PSMA4_-_78832818.23-P1P2|PSMA4_+_78833014.23-P1P2,26
PSMA6,ENSG00000100902,PSMA6_+_35761833.23-P1P2|PSMA6_-_35761832.23-P1P2,8
PSMA7,ENSG00000101182,PSMA7_+_60718471.23-P1P2|PSMA7_-_60718363.23-P1P2,8
PSMB1,ENSG00000008018,PSMB1_+_170862351.23-P1P2|PSMB1_+_170862342.23-P1P2,26
PSMB2,ENSG00000126067,PSMB2_-_36107100.23-P1P2|PSMB2_+_36107087.23-P1P2,26
PSMB3,ENSG00000277791,PSMB3_-_36909230.23-P1P2|PSMB3_-_36909059.23-P1P2,2
PSMB4,ENSG00000159377,PSMB4_+_151372088.23-P1P2|PSMB4_-_151372066.23-P1P2,15
PSMB5,ENSG00000100804,PSMB5_+_23504053.23-P1P2|PSMB5_-_23504062.23-P1P2,26
PSMB6,ENSG00000142507,PSMB6_-_4699495.23-P1|PSMB6_-_4699534.23-P1,26
PSMB6,ENSG00000142507,PSMB6_+_4700842.23-P2|PSMB6_+_4700995.23-P2,15
PSMB7,ENSG00000136930,PSMB7_-_127177647.23-P1P2|PSMB7_+_127177501.23-P1P2,26
PSMC1,ENSG00000100764,PSMC1_-_90722958.23-P1P2|PSMC1_-_90723020.23-P1P2,26
PSMC2,ENSG00000161057,PSMC2_-_102988137.23-P1P2|PSMC2_-_102988132.23-P1P2,26
PSMC3,ENSG00000165916,PSMC3_-_47447759.23-P1P2|PSMC3_+_47447767.23-P1P2,26
PSMC4,ENSG00000013275,PSMC4_-_40477133.23-P1P2|PSMC4_-_40477115.23-P1P2,26
PSMC6,ENSG00000100519,PSMC6_-_53174195.23-P1P2|PSMC6_+_53174114.23-P1P2,8
PSMD1,ENSG00000173692,PSMD1_-_231921650.23-P1P2|PSMD1_+_231921605.23-P1P2,15
PSMD11,ENSG00000108671,PSMD11_-_30771536.23-P1P2|PSMD11_-_30771547.23-P1P2,26
PSMD12,ENSG00000197170,PSMD12_+_65362663.23-P1P2|PSMD12_+_65362472.23-P1P2,26
PSMD13,ENSG00000185627,PSMD13_-_237015.23-P1P2|PSMD13_+_237011.23-P1P2,26
PSMD2,ENSG00000175166,PSMD2_+_184017090.23-P1P2|PSMD2_-_184017084.23-P1P2,26
PSMD3,ENSG00000108344,PSMD3_+_38137095.23-P1P2|PSMD3_-_38137147.23-P1P2,15
PSMD4,ENSG00000159352,PSMD4_-_151227239.23-P1P2|PSMD4_-_151227243.23-P1P2,8
PSMD6,ENSG00000163636,PSMD6_-_64009133.23-P1P2|PSMD6_-_64009114.23-P1P2,26
PSMD7,ENSG00000103035,PSMD7_-_74330744.23-P1P2|PSMD7_-_74330738.23-P1P2,26
PSMD9,ENSG00000110801,PSMD9_-_122326708.23-P1P2|PSMD9_+_122326749.23-P1P2,15
PSME1,ENSG00000092010,PSME1_+_24605428.23-P1P2|PSME1_+_24605434.23-P1P2,15
PSME2,ENSG00000100911,PSME2_+_24615830.23-P1P2|PSME2_-_24615835.23-P1P2,15
PSMG1,ENSG00000183527,PSMG1_-_40554934.23-P1P2|PSMG1_+_40555286.23-P1P2,8
PSMG2,ENSG00000128789,PSMG2_+_12703052.23-P1P2|PSMG2_-_12703261.23-P1P2,15
PSMG3,ENSG00000157778,PSMG3_-_1609603.23-P1|PSMG3_+_1609624.23-P1,15
PSMG3,ENSG00000157778,PSMG3_+_1610218.23-P2|PSMG3_+_1610222.23-P2,15
PSMG4,ENSG00000180822,PSMG4_-_3259264.23-P1P2|PSMG4_+_3259244.23-P1P2,22
PSTK,ENSG00000179988,PSTK_-_124714003.23-P2|PSTK_+_124713944.23-P2,15
PSTK,ENSG00000179988,PSTK_+_124739974.23-P1|PSTK_-_124739917.23-P1,15
PTBP1,ENSG00000011304,PTBP1_+_797463.23-P1P2|PTBP1_-_797442.23-P1P2,19
PTCD1,ENSG00000106246,PTCD1_-_99036387.23-P2|PTCD1_+_99036338.23-P2,8
PTCD1,ENSG00000106246,PTCD1_+_99063727.23-P1|PTCD1_-_99063736.23-P1,8
PTCD3,ENSG00000132300,PTCD3_-_86333438.23-P1P2|PTCD3_+_86333402.23-P1P2,8
PTK2,ENSG00000169398,PTK2_-_142011343.23-P1P2|PTK2_-_142011334.23-P1P2,15
PTMA,ENSG00000187514,PTMA_-_232573243.23-P1P2|PTMA_+_232573482.23-P1P2,8
PTPMT1,ENSG00000110536,PTPMT1_+_47587224.23-P1P2|PTPMT1_+_47587437.23-P1P2,15
PTPN23,ENSG00000076201,PTPN23_+_47422581.23-P1P2|PTPN23_+_47422702.23-P1P2,15
PUF60,ENSG00000179950,PUF60_-_144911459.23-P1P2|PUF60_-_144911439.23-P1P2,8
PWP1,ENSG00000136045,PWP1_+_108079592.23-P1P2|PWP1_+_108079624.23-P1P2,8
PWP2,ENSG00000241945,PWP2_-_45527277.23-P1P2|PWP2_-_45527254.23-P1P2,22
PXN,ENSG00000089159,PXN_-_120703482.23-P1P2|PXN_+_120703483.23-P1P2,15
PYROXD1,ENSG00000121350,PYROXD1_-_21590691.23-P1P2|PYROXD1_-_21590709.23-P1P2,15
QARS,ENSG00000172053,QARS_-_49142149.23-P1P2|QARS_-_49142355.23-P1P2,16
QRSL1,ENSG00000130348,QRSL1_+_107077496.23-P1P2|QRSL1_+_107077661.23-P1P2,15
RAB18,ENSG00000099246,RAB18_-_27793285.23-P1P2|RAB18_-_27793292.23-P1P2,14
RAB4A,ENSG00000168118,RAB4A_-_229406955.23-P1P2|RAB4A_-_229406931.23-P1P2,15
RAB6A,ENSG00000175582,RAB6A_+_73472126.23-P1P2|RAB6A_+_73471947.23-P1P2,8
RABGGTA,ENSG00000100949,RABGGTA_-_24740707.23-P1P2|RABGGTA_-_24740777.23-P1P2,15
RABGGTB,ENSG00000137955,RABGGTB_+_76251918.23-P1P2|RABGGTB_-_76251996.23-P1P2,15
RAC1,ENSG00000136238,RAC1_+_6414690.23-P1P2|RAC1_-_6414149.23-P1P2,15
RAC3,ENSG00000169750,RAC3_+_79989590.23-P1P2|RAC3_+_79989567.23-P1P2,15
RACGAP1,ENSG00000161800,RACGAP1_-_50419239.23-P1P2|RACGAP1_+_50419209.23-P1P2,19
RAD17,ENSG00000152942,RAD17_+_68665711.23-P1P2|RAD17_+_68665692.23-P1P2,8
RAD21,ENSG00000164754,RAD21_+_117886444.23-P1P2|RAD21_-_117886366.23-P1P2,1
RAD51,ENSG00000051180,RAD51_+_40987418.23-P1P2|RAD51_+_40987382.23-P1P2,1
RAD51C,ENSG00000108384,RAD51C_+_56769980.23-P1P2|RAD51C_+_56770199.23-P1P2,1
RAD51D,ENSG00000185379,RAD51D_-_33446794.23-P1P2|RAD51D_-_33446789.23-P1P2,15
RAD9A,ENSG00000172613,RAD9A_-_67159466.23-P1P2|RAD9A_-_67159481.23-P1P2,8
RAE1,ENSG00000101146,RAE1_-_55926344.23-P1P2|RAE1_+_55926696.23-P1P2,7
RAN,ENSG00000132341,RAN_+_131356632.23-P1P2|RAN_+_131356569.23-P1P2,15
RANBP2,ENSG00000153201,RANBP2_-_109335960.23-P1P2|RANBP2_+_109335924.23-P1P2,15
RANGAP1,ENSG00000100401,RANGAP1_-_41682205.23-P1P2|RANGAP1_+_41682168.23-P1P2,2
RARS,ENSG00000113643,RARS_-_167913515.23-P1P2|RARS_-_167913535.23-P1P2,16
RARS2,ENSG00000146282,RARS2_-_88299642.23-P1P2|RARS2_+_88299680.23-P1P2,8
RBBP4,ENSG00000162521,RBBP4_-_33117042.23-P1P2|RBBP4_-_33117002.23-P1P2,8
RBBP6,ENSG00000122257,RBBP6_+_24550948.23-P1P2|RBBP6_+_24550884.23-P1P2,3
RBBP8,ENSG00000101773,RBBP8_+_20513550.23-P1P2|RBBP8_-_20513527.23-P1P2,8
RBM10,ENSG00000182872,RBM10_+_47004643.23-P1P2|RBM10_-_47004526.23-P1P2,2
RBM14,ENSG00000239306,RBM14_+_66384103.23-P1P2|RBM14_-_66384112.23-P1P2,15
RBM17,ENSG00000134453,RBM17_-_6131053.23-P1P2|RBM17_-_6131049.23-P1P2,10
RBM19,ENSG00000122965,RBM19_+_114404081.23-P1P2|RBM19_+_114404111.23-P1P2,8
RBM25,ENSG00000119707,RBM25_+_73525283.23-P1P2|RBM25_-_73525471.23-P1P2,3
RBM28,ENSG00000106344,RBM28_-_127983894.23-P1P2|RBM28_-_127983855.23-P1P2,23
RBM39,ENSG00000131051,RBM39_+_34330131.23-P1P2|RBM39_+_34330107.23-P1P2,14
RBM4,ENSG00000173933,RBM4_-_66406629.23-P2|RBM4_+_66406241.23-P2,8
RBM4,ENSG00000173933,RBM4_+_66384103.23-P1|RBM4_-_66384112.23-P1,8
RBM42,ENSG00000126254,RBM42_-_36120011.23-P1P2|RBM42_-_36120005.23-P1P2,14
RBM48,ENSG00000127993,RBM48_+_92158174.23-P1P2|RBM48_-_92158122.23-P1P2,1
RBM8A,ENSG00000265241,RBM8A_-_145507619.23-P1P2|RBM8A_+_145507591.23-P1P2,17
RBMX,ENSG00000147274,RBMX_-_135962895.23-P1P2|RBMX_-_135962885.23-P1P2,2
RBMX2,ENSG00000134597,RBMX2_-_129536016.23-P1P2|RBMX2_-_129536058.23-P1P2,11
RBMXL1,ENSG00000213516,RBMXL1_-_89458434.23-P1P2|RBMXL1_-_89458380.23-P1P2,8
RBX1,ENSG00000100387,RBX1_-_41347436.23-P1P2|RBX1_+_41347427.23-P1P2,1
RCC1,ENSG00000180198,RCC1_-_28844804.23-P2|RCC1_-_28844824.23-P2,15
RCC1,ENSG00000180198,RCC1_+_28832591.23-P1|RCC1_-_28832596.23-P1,15
RCL1,ENSG00000120158,RCL1_+_4792990.23-P1P2|RCL1_-_4792974.23-P1P2,22
RCOR1,ENSG00000089902,RCOR1_-_103058986.23-P1P2|RCOR1_+_103058974.23-P1P2,8
REV3L,ENSG00000009413,REV3L_+_111804354.23-P1P2|REV3L_-_111804372.23-P1P2,8
REXO2,ENSG00000076043,REXO2_-_114310257.23-P1P2|REXO2_+_114310243.23-P1P2,7
RFC1,ENSG00000035928,RFC1_+_39367944.23-P1P2|RFC1_+_39367769.23-P1P2,1
RFC2,ENSG00000049541,RFC2_+_73668703.23-P1P2|RFC2_+_73668706.23-P1P2,21
RFC3,ENSG00000133119,RFC3_+_34392320.23-P1P2|RFC3_+_34392294.23-P1P2,1
RFC4,ENSG00000163918,RFC4_+_186524236.23-P1P2|RFC4_+_186524226.23-P1P2,21
RFC5,ENSG00000111445,RFC5_-_118454586.23-P1P2|RFC5_-_118454562.23-P1P2,8
RFT1,ENSG00000163933,RFT1_-_53164286.23-P1P2|RFT1_+_53164411.23-P1P2,8
RGP1,ENSG00000107185,RGP1_-_35749355.23-P1P2|RGP1_-_35749376.23-P1P2,8
RGPD6,ENSG00000183054,RGPD6_+_111334472.23-ENST00000329516.3|RGPD6_+_111334479.23-ENST00000329516.3,15
RHOQ,ENSG00000119729,RHOQ_-_46769671.23-P1P2|RHOQ_-_46769664.23-P1P2,15
RHPN1,ENSG00000158106,RHPN1_+_144451061.23-P1P2|RHPN1_-_144451032.23-P1P2,15
RINT1,ENSG00000135249,RINT1_-_105172650.23-P1P2|RINT1_+_105172659.23-P1P2,8
RIOK1,ENSG00000124784,RIOK1_-_7390078.23-P1P2|RIOK1_+_7390229.23-P1P2,22
RIOK2,ENSG00000058729,RIOK2_+_96518912.23-P1P2|RIOK2_+_96518907.23-P1P2,22
RMI1,ENSG00000178966,RMI1_+_86595732.23-P1P2|RMI1_+_86595743.23-P1P2,15
RNASEH2C,ENSG00000172922,RNASEH2C_+_65488232.23-P1P2|RNASEH2C_+_65488225.23-P1P2,15
RNF103,ENSG00000239305,RNF103_+_86850947.23-P1P2|RNF103_+_86850932.23-P1P2,15
RNF113A,ENSG00000125352,RNF113A_-_119005686.23-P1P2|RNF113A_+_119005641.23-P1P2,11
RNF123,ENSG00000164068,RNF123_-_49727026.23-P1P2|RNF123_-_49727542.23-P1P2,15
RNF14,ENSG00000013561,RNF14_-_141349121.23-P1P2|RNF14_-_141348739.23-P1P2,15
RNF168,ENSG00000163961,RNF168_+_196230575.23-P1P2|RNF168_+_196230600.23-P1P2,15
RNF20,ENSG00000155827,RNF20_+_104296142.23-P1P2|RNF20_+_104296191.23-P1P2,1
RNF4,ENSG00000063978,RNF4_-_2471345.23-P1P2|RNF4_-_2471349.23-P1P2,1
RNF40,ENSG00000103549,RNF40_-_30773681.23-P1P2|RNF40_-_30773702.23-P1P2,1
RNF8,ENSG00000112130,RNF8_-_37322257.23-P1P2|RNF8_-_37322005.23-P1P2,15
RNGTT,ENSG00000111880,RNGTT_-_89673283.23-P1P2|RNGTT_-_89673280.23-P1P2,15
RNMT,ENSG00000101654,RNMT_-_13726752.23-P1P2|RNMT_+_13726813.23-P1P2,8
RNPC3,ENSG00000185946,RNPC3_+_104068769.23-P1P2|RNPC3_+_104068758.23-P1P2,8
RNPS1,ENSG00000205937,RNPS1_+_2318108.23-P1P2|RNPS1_+_2318045.23-P1P2,15
ROMO1,ENSG00000125995,ROMO1_-_34287382.23-P1P2|ROMO1_-_34287419.23-P1P2,12
RPA1,ENSG00000132383,RPA1_-_1733358.23-P1P2|RPA1_-_1733303.23-P1P2,8
RPA2,ENSG00000117748,RPA2_+_28240864.23-P1P2|RPA2_-_28241061.23-P1P2,21
RPA3,ENSG00000106399,RPA3_-_7680087.23-P1P2|RPA3_-_7679719.23-P1P2,21
RPAIN,ENSG00000129197,RPAIN_-_5323498.23-P1P2|RPAIN_-_5323902.23-P1P2,8
RPAP1,ENSG00000103932,RPAP1_+_41836411.23-P1P2|RPAP1_+_41836408.23-P1P2,5
RPAP2,ENSG00000122484,RPAP2_-_92764613.23-P1P2|RPAP2_+_92764606.23-P1P2,5
RPE,ENSG00000197713,RPE_+_210867345.23-P1P2|RPE_+_210867340.23-P1P2,15
RPF1,ENSG00000117133,RPF1_-_84945270.23-P1P2|RPF1_+_84945350.23-P1P2,23
RPF2,ENSG00000197498,RPF2_-_111303321.23-P1P2|RPF2_+_111303276.23-P1P2,23
RPL10,ENSG00000147403,RPL10_-_153626730.23-P1P2|RPL10_-_153626735.23-P1P2,6
RPL10A,ENSG00000198755,RPL10A_-_35436407.23-P1P2|RPL10A_-_35436216.23-P1P2,23
RPL11,ENSG00000142676,RPL11_+_24018674.23-P1P2|RPL11_+_24018347.23-P1P2,6
RPL12,ENSG00000197958,RPL12_-_130213255.23-P1P2|RPL12_+_130213322.23-P1P2,12
RPL13,ENSG00000167526,RPL13_-_89627126.23-P1P2|RPL13_+_89627082.23-P1P2,6
RPL13A,ENSG00000142541,RPL13A_+_49991194.23-P1|RPL13A_-_49991095.23-P1,23
RPL13A,ENSG00000142541,RPL13A_+_49994249.23-P2|RPL13A_+_49994109.23-P2,15
RPL14,ENSG00000188846,RPL14_+_40499019.23-P1P2|RPL14_+_40498846.23-P1P2,24
RPL15,ENSG00000174748,RPL15_+_23959041.23-P1P2|RPL15_+_23958699.23-P1P2,7
RPL17,ENSG00000265681,RPL17_-_47018832.23-P1P2|RPL17_-_47018796.23-P1P2,24
RPL18,ENSG00000063177,RPL18_-_49122442.23-P1P2|RPL18_-_49122404.23-P1P2,6
RPL18A,ENSG00000105640,RPL18A_-_17970722.23-P1P2|RPL18A_+_17970907.23-P1P2,23
RPL19,ENSG00000108298,RPL19_-_37356608.23-P1P2|RPL19_+_37356595.23-P1P2,24
RPL21,ENSG00000122026,RPL21_+_27825728.23-P1P2|RPL21_+_27825711.23-P1P2,6
RPL23,ENSG00000125691,RPL23_+_37009944.23-P1P2|RPL23_-_37010011.23-P1P2,24
RPL23A,ENSG00000198242,RPL23A_-_27047048.23-P1P2|RPL23A_+_27047315.23-P1P2,24
RPL24,ENSG00000114391,RPL24_-_101405503.23-P1P2|RPL24_+_101405498.23-P1P2,6
RPL26,ENSG00000161970,RPL26_+_8286473.23-P1P2|RPL26_+_8286468.23-P1P2,6
RPL26L1,ENSG00000037241,RPL26L1_-_172386481.23-P1P2|RPL26L1_+_172386510.23-P1P2,15
RPL27,ENSG00000131469,RPL27_-_41150504.23-P1P2|RPL27_+_41150471.23-P1P2,24
RPL27A,ENSG00000166441,RPL27A_-_8704363.23-P1P2|RPL27A_-_8704367.23-P1P2,24
RPL28,ENSG00000108107,RPL28_+_55897540.23-P1P2|RPL28_-_55897357.23-P1P2,23
RPL29,ENSG00000162244,RPL29_-_52029883.23-P1P2|RPL29_+_52029718.23-P1P2,8
RPL3,ENSG00000100316,RPL3_+_39715369.23-P1P2|RPL3_+_39715378.23-P1P2,15
RPL30,ENSG00000156482,RPL30_+_99057726.23-P1P2|RPL30_+_99057534.23-P1P2,6
RPL31,ENSG00000071082,RPL31_-_101618787.23-P1P2|RPL31_-_101618790.23-P1P2,24
RPL32,ENSG00000144713,RPL32_-_12882840.23-P1P2|RPL32_-_12883061.23-P1P2,6
RPL34,ENSG00000109475,RPL34_-_109541761.23-P1P2|RPL34_+_109541791.23-P1P2,6
RPL35,ENSG00000136942,RPL35_+_127624168.23-P1P2|RPL35_-_127624006.23-P1P2,6
RPL35A,ENSG00000182899,RPL35A_+_197677288.23-P1P2|RPL35A_-_197677180.23-P1P2,6
RPL36,ENSG00000130255,RPL36_+_5690269.23-P1P2|RPL36_+_5690349.23-P1P2,24
RPL36A,ENSG00000241343,RPL36A_-_100646038.23-P1P2|RPL36A_-_100646053.23-P1P2,15
RPL36AL,ENSG00000165502,RPL36AL_+_50087292.23-P1P2|RPL36AL_+_50087262.23-P1P2,15
RPL37,ENSG00000145592,RPL37_-_40835245.23-P1P2|RPL37_-_40835249.23-P1P2,23
RPL37A,ENSG00000197756,RPL37A_-_217363600.23-P1P2|RPL37A_-_217363610.23-P1P2,6
RPL38,ENSG00000172809,RPL38_-_72199864.23-P1P2|RPL38_-_72199874.23-P1P2,6
RPL39,ENSG00000198918,RPL39_-_118925550.23-P1P2|RPL39_-_118925380.23-P1P2,6
RPL4,ENSG00000174444,RPL4_-_66797132.23-P1P2|RPL4_+_66797200.23-P1P2,6
RPL41,ENSG00000229117,RPL41_-_56510638.23-P1P2|RPL41_+_56510460.23-P1P2,8
RPL5,ENSG00000122406,RPL5_+_93297664.23-P1P2|RPL5_-_93297968.23-P1P2,6
RPL6,ENSG00000089009,RPL6_-_112847347.23-P1P2|RPL6_-_112847189.23-P1P2,24
RPL7,ENSG00000147604,RPL7_-_74205848.23-P1P2|RPL7_+_74205616.23-P1P2,6
RPL7L1,ENSG00000146223,RPL7L1_-_42847700.23-P1P2|RPL7L1_-_42847842.23-P1P2,23
RPL8,ENSG00000161016,RPL8_+_146017745.23-P1P2|RPL8_-_146017783.23-P1P2,6
RPL9,ENSG00000163682,RPL9_+_39460504.23-P1P2|RPL9_+_39460483.23-P1P2,6
RPLP0,ENSG00000089157,RPLP0_-_120638895.23-P1P2|RPLP0_-_120638701.23-P1P2,6
RPLP1,ENSG00000137818,RPLP1_+_69745416.23-P1P2|RPLP1_-_69745147.23-P1P2,7
RPLP2,ENSG00000177600,RPLP2_+_810206.23-P1P2|RPLP2_+_809986.23-P1P2,7
RPN1,ENSG00000163902,RPN1_+_128369636.23-P1P2|RPN1_-_128369629.23-P1P2,15
RPN2,ENSG00000118705,RPN2_-_35807757.23-P1P2|RPN2_-_35807762.23-P1P2,15
RPP14,ENSG00000163684,RPP14_+_58292248.23-P1P2|RPP14_+_58292286.23-P1P2,22
RPP21,ENSG00000241370,RPP21_-_30312986.23-P1P2|RPP21_+_30312957.23-P1P2,15
RPP30,ENSG00000148688,RPP30_+_92631924.23-P1P2|RPP30_-_92631746.23-P1P2,22
RPP38,ENSG00000152464,RPP38_+_15139555.23-P1P2|RPP38_+_15139358.23-P1P2,15
RPP40,ENSG00000124787,RPP40_-_5004221.23-P1P2|RPP40_+_5004190.23-P1P2,22
RPS10,ENSG00000124614,RPS10_-_34393845.23-P1P2|RPS10_+_34393825.23-P1P2,22
RPS10-NUDT3,ENSG00000270800,RPS10-NUDT3_-_34393845.23-P1P2|RPS10-NUDT3_-_34393835.23-P1P2,18
RPS11,ENSG00000142534,RPS11_-_49999745.23-P1P2|RPS11_-_49999733.23-P1P2,25
RPS12,ENSG00000112306,RPS12_-_133135705.23-P1P2|RPS12_-_133135766.23-P1P2,18
RPS13,ENSG00000110700,RPS13_+_17099232.23-P1P2|RPS13_+_17099153.23-P1P2,25
RPS14,ENSG00000164587,RPS14_+_149829238.23-P1P2|RPS14_+_149829235.23-P1P2,18
RPS15A,ENSG00000134419,RPS15A_+_18801235.23-P1P2|RPS15A_-_18801590.23-P1P2,18
RPS16,ENSG00000105193,RPS16_+_39926539.23-P1P2|RPS16_-_39926387.23-P1P2,25
RPS17,ENSG00000182774,RPS17_-_82824897.23-ENST00000330339.7|RPS17_+_82824718.23-ENST00000330339.7,22
RPS18,ENSG00000231500,RPS18_+_33239917.23-P1P2|RPS18_+_33239879.23-P1P2,25
RPS19,ENSG00000105372,RPS19_-_42364369.23-P1P2|RPS19_+_42364314.23-P1P2,25
RPS19BP1,ENSG00000187051,RPS19BP1_-_39928789.23-P1P2|RPS19BP1_-_39928369.23-P1P2,18
RPS2,ENSG00000140988,RPS2_-_2014779.23-P1P2|RPS2_-_2014704.23-P1P2,18
RPS20,ENSG00000008988,RPS20_+_56987038.23-P1P2|RPS20_+_56986933.23-P1P2,22
RPS21,ENSG00000171858,RPS21_+_60962140.23-P1P2|RPS21_+_60962128.23-P1P2,22
RPS23,ENSG00000186468,RPS23_+_81574137.23-P1P2|RPS23_+_81574124.23-P1P2,25
RPS24,ENSG00000138326,RPS24_+_79793627.23-P1P2|RPS24_+_79793693.23-P1P2,25
RPS25,ENSG00000118181,RPS25_+_118888977.23-P1P2|RPS25_+_118888990.23-P1P2,15
RPS26,ENSG00000197728,RPS26_-_56435953.23-P1P2|RPS26_+_56436127.23-P1P2,25
RPS27,ENSG00000177954,RPS27_-_153963444.23-P1P2|RPS27_+_153963275.23-P1P2,22
RPS27A,ENSG00000143947,RPS27A_-_55459862.23-P1P2|RPS27A_+_55459832.23-P1P2,25
RPS28,ENSG00000233927,RPS28_+_8386770.23-P1P2|RPS28_+_8386629.23-P1P2,18
RPS29,ENSG00000213741,RPS29_-_50052902.23-P1|RPS29_-_50052869.23-P1,18
RPS29,ENSG00000213741,RPS29_+_50065387.23-P2|RPS29_-_50065393.23-P2,8
RPS3,ENSG00000149273,RPS3_-_75110633.23-P1|RPS3_-_75110586.23-P1,25
RPS3A,ENSG00000145425,RPS3A_-_152021035.23-P1P2|RPS3A_+_152021229.23-P1P2,22
RPS4X,ENSG00000198034,RPS4X_+_71497070.23-P1P2|RPS4X_-_71497046.23-P1P2,25
RPS5,ENSG00000083845,RPS5_+_58898640.23-P1P2|RPS5_-_58898655.23-P1P2,18
RPS6,ENSG00000137154,RPS6_+_19380221.23-P1P2|RPS6_+_19380173.23-P1P2,25
RPS7,ENSG00000171863,RPS7_-_3622944.23-P1P2|RPS7_-_3622948.23-P1P2,25
RPS9,ENSG00000170889,RPS9_-_54704761.23-P1P2|RPS9_+_54704997.23-P1P2,18
RPSA,ENSG00000168028,RPSA_-_39448290.23-P1P2|RPSA_-_39448255.23-P1P2,22
RPTOR,ENSG00000141564,RPTOR_+_78519157.23-P1P2|RPTOR_+_78519208.23-P1P2,1
RPUSD3,ENSG00000156990,RPUSD3_-_9885662.23-P1P2|RPUSD3_+_9885666.23-P1P2,15
RPUSD4,ENSG00000165526,RPUSD4_+_126081489.23-P1P2|RPUSD4_-_126081590.23-P1P2,12
RRM1,ENSG00000167325,RRM1_+_4116464.23-P1P2|RRM1_+_4116116.23-P1P2,21
RRM2,ENSG00000171848,RRM2_+_10262870.23-P1P2|RRM2_+_10262952.23-P1P2,1
RRN3,ENSG00000085721,RRN3_+_15187953.23-P1P2|RRN3_+_15187949.23-P1P2,7
RRP1,ENSG00000160214,RRP1_+_45209480.23-P1P2|RRP1_-_45209489.23-P1P2,7
RRP12,ENSG00000052749,RRP12_+_99161057.23-P1P2|RRP12_-_99161036.23-P1P2,18
RRP15,ENSG00000067533,RRP15_+_218458668.23-P1P2|RRP15_+_218458665.23-P1P2,15
RRP7A,ENSG00000189306,RRP7A_-_42915735.23-P1P2|RRP7A_+_42915752.23-P1P2,18
RRP9,ENSG00000114767,RRP9_+_51975867.23-P1P2|RRP9_+_51975876.23-P1P2,8
RRS1,ENSG00000179041,RRS1_+_67341292.23-P1P2|RRS1_+_67341681.23-P1P2,23
RSL1D1,ENSG00000171490,RSL1D1_-_11945349.23-P1|RSL1D1_+_11945362.23-P1,23
RSL1D1,ENSG00000171490,RSL1D1_+_11933720.23-P2|RSL1D1_-_11933355.23-P2,15
RSL24D1,ENSG00000137876,RSL24D1_-_55488919.23-P1P2|RSL24D1_-_55488741.23-P1P2,23
RSRC2,ENSG00000111011,RSRC2_-_123011510.23-P1P2|RSRC2_-_123011518.23-P1P2,15
